"key","en","cs"
"himiko_boss_drop_crossbow_tank_hard.lore[2]","&5over the sacred halls eternally.","&5nad posvátnými sály navěky."
"himiko_boss_drop_crossbow_tank_hard.name","&5Sentinel's Crossbow [Hard]","&5Strážcova kuše [Hard]"
"himiko_boss_drop_crossbow_tank_mythic.lore[0]","&5A vigilant crossbow carried by the","&5Ostražitá kuše nošená"
"himiko_boss_drop_crossbow_tank_mythic.lore[1]","&5monastery sentinels. It stands watch","&5klášterními strážci. Věčně bdí"
"himiko_boss_drop_crossbow_tank_mythic.lore[2]","&5over the sacred halls eternally.","&5nad posvátnými sály navěky."
"himiko_boss_drop_crossbow_tank_mythic.name","&5Sentinel's Crossbow [Mythic]","&5Strážcova kuše [Mythic]"
"himiko_boss_drop_crossbow_tank_normal.lore[0]","&5A vigilant crossbow carried by the","&5Ostražitá kuše nošená"
"himiko_boss_drop_crossbow_tank_normal.lore[1]","&5monastery sentinels. It stands watch","&5klášterními strážci. Věčně bdí"
"himiko_boss_drop_crossbow_tank_normal.lore[2]","&5over the sacred halls eternally.","&5nad posvátnými sály navěky."
"himiko_boss_drop_crossbow_tank_normal.name","&5Sentinel's Crossbow [Normal]","&5Strážcova kuše [Normal]"
"himiko_boss_drop_helmet_dps_hard.lore[0]","&dThere is a long bone spike mounted at","&dNa vrchu je připevněn dlouhý kostěný hrot"
"himiko_boss_drop_helmet_dps_hard.lore[1]","&dfront top of the helmet...","&dna předním vrcholu přilby..."
"himiko_boss_drop_helmet_dps_hard.name","&dBunicorn Helm [Hard]","&dBunicorní přilba [Hard]"
"himiko_boss_drop_helmet_dps_mythic.lore[0]","&dThere is a long bone spike mounted at","&dNa vrchu je připevněn dlouhý kostěný hrot"
"himiko_boss_drop_helmet_dps_mythic.lore[1]","&dfront top of the helmet...","&dna předním vrcholu přilby..."
"himiko_boss_drop_helmet_dps_mythic.name","&dBunicorn Helm [Mythic]","&dBunicorní přilba [Mythic]"
"himiko_boss_drop_helmet_dps_normal.lore[0]","&dThere is a long bone spike mounted at","&dNa vrchu je připevněn dlouhý kostěný hrot"
"himiko_boss_drop_helmet_dps_normal.lore[1]","&dfront top of the helmet...","&dna předním vrcholu přilby..."
"himiko_boss_drop_helmet_dps_normal.name","&dBunicorn Helm [Normal]","&dBunicorní přilba [Normal]"
"himiko_boss_drop_helmet_tank_hard.lore[0]","&5Clearly made for skeletons, because it's","&5Zjevně vyrobeno pro kostlivce, protože je to"
"himiko_boss_drop_helmet_tank_hard.lore[1]","&5the most uncomfortable thing you ever wore.","&5nejnepohodlnější věc, kterou jsi kdy nosil."
"himiko_boss_drop_helmet_tank_hard.name","&5Skulltector [Hard]","&5Lebkochrán [Hard]"
"himiko_boss_drop_helmet_tank_mythic.lore[0]","&5Clearly made for skeletons, because it's","&5Zjevně vyrobeno pro kostlivce, protože je to"
"himiko_boss_drop_helmet_tank_mythic.lore[1]","&5the most uncomfortable thing you ever wore.","&5nejnepohodlnější věc, kterou jsi kdy nosil."
"himiko_boss_drop_helmet_tank_mythic.name","&5Skulltector [Mythic]","&5Lebkochrán [Mythic]"
"himiko_boss_drop_helmet_tank_normal.lore[0]","&5Clearly made for skeletons, because it's","&5Zjevně vyrobeno pro kostlivce, protože je to"
"himiko_boss_drop_helmet_tank_normal.lore[1]","&5the most uncomfortable thing you ever wore.","&5nejnepohodlnější věc, kterou jsi kdy nosil."
"himiko_boss_drop_helmet_tank_normal.name","&5Skulltector [Normal]","&5Lebkochrán [Normal]"
"himiko_boss_drop_leggings_dps_hard.lore[0]","&dThe speed boost is really useful but","&dZvýšení rychlosti je opravdu užitečné, ale"
"himiko_boss_drop_leggings_dps_hard.lore[1]","&dyou wish you could trigger it at will.","&dpřeješ si, abys ho mohl spustit kdykoli chceš."
"himiko_boss_drop_leggings_dps_hard.name","&dLeghancers [Hard]","&dZrychlonožky [Hard]"
"himiko_boss_drop_leggings_dps_mythic.lore[0]","&dThe speed boost is really useful but","&dZvýšení rychlosti je opravdu užitečné, ale"
"himiko_boss_drop_leggings_dps_mythic.lore[1]","&dyou wish you could trigger it at will.","&dpřeješ si, abys ho mohl spustit kdykoli chceš."
"himiko_boss_drop_leggings_dps_mythic.name","&dLeghancers [Mythic]","&dZrychlonožky [Mythic]"
"himiko_boss_drop_leggings_dps_normal.lore[0]","&dThe speed boost is really useful but","&dZvýšení rychlosti je opravdu užitečné, ale"
"himiko_boss_drop_leggings_dps_normal.lore[1]","&dyou wish you could trigger it at will.","&dpřeješ si, abys ho mohl spustit kdykoli chceš."
"himiko_boss_drop_leggings_dps_normal.name","&dLeghancers [Normal]","&dZrychlonožky [Normal]"
"himiko_boss_drop_leggings_tank_hard.lore[0]","&5The leggings appear to be charred","&5Kalhoty vypadají jako ohořelé"
"himiko_boss_drop_leggings_tank_hard.lore[1]","&5but the damage is cosmetic only.","&5ale poškození je pouze kosmetické."
"himiko_boss_drop_leggings_tank_hard.name","&5Charred Leggings [Hard]","&5Ohořelé kalhoty [Hard]"
"himiko_boss_drop_leggings_tank_mythic.lore[0]","&5The leggings appear to be charred","&5Kalhoty vypadají jako ohořelé"
"himiko_boss_drop_leggings_tank_mythic.lore[1]","&5but the damage is cosmetic only.","&5ale poškození je pouze kosmetické."
"himiko_boss_drop_leggings_tank_mythic.name","&5Charred Leggings [Mythic]","&5Ohořelé kalhoty [Mythic]"
"himiko_boss_drop_leggings_tank_normal.lore[0]","&5The leggings appear to be charred","&5Kalhoty vypadají jako ohořelé"
"himiko_boss_drop_leggings_tank_normal.lore[1]","&5but the damage is cosmetic only.","&5ale poškození je pouze kosmetické."
"himiko_boss_drop_leggings_tank_normal.name","&5Charred Leggings [Normal]","&5Ohořelé kalhoty [Normal]"
"himiko_boss_drop_mace_dps_hard.lore[0]","&dA massive mace forged from the","&dMasivní palcát ukovaný z"
"himiko_boss_drop_mace_dps_hard.lore[1]","&dbones of ancient saints. Its weight","&dkostí dávných světců. Jeho váha"
"himiko_boss_drop_mace_dps_hard.lore[2]","&dcrushes through any defense.","&ddrtí jakoukoli obranu."
"himiko_boss_drop_mace_dps_hard.name","&dBone Crusher [Hard]","&dDrtič kostí [Hard]"
"himiko_boss_drop_mace_dps_mythic.lore[0]","&dA massive mace forged from the","&dMasivní palcát ukovaný z"
"himiko_boss_drop_mace_dps_mythic.lore[1]","&dbones of ancient saints. Its weight","&dkostí dávných světců. Jeho váha"
"himiko_boss_drop_mace_dps_mythic.lore[2]","&dcrushes through any defense.","&ddrtí jakoukoli obranu."
"himiko_boss_drop_mace_dps_mythic.name","&dBone Crusher [Mythic]","&dDrtič kostí [Mythic]"
"himiko_boss_drop_mace_dps_normal.lore[0]","&dA massive mace forged from the","&dMasivní palcát ukovaný z"
"himiko_boss_drop_mace_dps_normal.lore[1]","&dbones of ancient saints. Its weight","&dkostí dávných světců. Jeho váha"
"himiko_boss_drop_mace_dps_normal.lore[2]","&dcrushes through any defense.","&ddrtí jakoukoli obranu."
"himiko_boss_drop_mace_dps_normal.name","&dBone Crusher [Normal]","&dDrtič kostí [Normal]"
"himiko_boss_drop_mace_tank_hard.lore[0]","&5A sturdy mace wielded by monastery","&5Pevný palcát ovládaný klášterními"
"himiko_boss_drop_mace_tank_hard.lore[1]","&5guardians. Its heavy weight deflects","&5strážci. Jeho velká váha odráží"
"himiko_boss_drop_mace_tank_hard.lore[2]","&5blows while delivering crushing strikes.","&5údery a zároveň zasazuje drtivé rány."
"himiko_boss_drop_mace_tank_hard.name","&5Guardian's Mace [Hard]","&5Strážcův palcát [Hard]"
"himiko_boss_drop_mace_tank_mythic.lore[0]","&5A sturdy mace wielded by monastery","&5Pevný palcát ovládaný klášterními"
"himiko_boss_drop_mace_tank_mythic.lore[1]","&5guardians. Its heavy weight deflects","&5strážci. Jeho velká váha odráží"
"himiko_boss_drop_mace_tank_mythic.lore[2]","&5blows while delivering crushing strikes.","&5údery a zároveň zasazuje drtivé rány."
"himiko_boss_drop_mace_tank_mythic.name","&5Guardian's Mace [Mythic]","&5Strážcův palcát [Mythic]"
"himiko_boss_drop_mace_tank_normal.lore[0]","&5A sturdy mace wielded by monastery","&5Pevný palcát ovládaný klášterními"
"himiko_boss_drop_mace_tank_normal.lore[1]","&5guardians. Its heavy weight deflects","&5strážci. Jeho velká váha odráží"
"himiko_boss_drop_mace_tank_normal.lore[2]","&5blows while delivering crushing strikes.","&5údery a zároveň zasazuje drtivé rány."
"himiko_boss_drop_mace_tank_normal.name","&5Guardian's Mace [Normal]","&5Strážcův palcát [Normal]"
"himiko_boss_drop_shield_tank_hard.lore[0]","&5It's the same shield that Himiko","&5Je to ten samý štít, který Himiko"
"himiko_boss_drop_shield_tank_hard.lore[1]","&5used during your fight.","&5použila během vašeho boje."
"himiko_boss_drop_shield_tank_hard.name","&5Bone Saint Shield [Hard]","&5Štít Kostěného světce [Hard]"
"himiko_boss_drop_shield_tank_mythic.lore[0]","&5It's the same shield that Himiko","&5Je to ten samý štít, který Himiko"
"himiko_boss_drop_shield_tank_mythic.lore[1]","&5used during your fight.","&5použila během vašeho boje."
"himiko_boss_drop_shield_tank_mythic.name","&5Bone Saint Shield [Mythic]","&5Štít Kostěného světce [Mythic]"
"himiko_boss_drop_shield_tank_normal.lore[0]","&5It's the same shield that Himiko","&5Je to ten samý štít, který Himiko"
"himiko_boss_drop_shield_tank_normal.lore[1]","&5used during your fight.","&5použila během vašeho boje."
"himiko_boss_drop_shield_tank_normal.name","&5Bone Saint Shield [Normal]","&5Štít Kostěného světce [Normal]"
"himiko_boss_drop_spear_dps_hard.lore[0]","&dA holy spear blessed by the saints.","&dSvaté kopí požehnané světci."
"himiko_boss_drop_spear_dps_hard.lore[1]","&dIts sacred point pierces the unholy","&dJeho posvátný hrot probodává bezbožné"
"himiko_boss_drop_spear_dps_hard.lore[2]","&dwith divine fury.","&ds božskou zuřivostí."
"himiko_boss_drop_spear_dps_hard.name","&dSaint's Pike [Hard]","&dSvětcova píka [Hard]"
"himiko_boss_drop_spear_dps_mythic.lore[0]","&dA holy spear blessed by the saints.","&dSvaté kopí požehnané světci."
"himiko_boss_drop_spear_dps_mythic.lore[1]","&dIts sacred point pierces the unholy","&dJeho posvátný hrot probodává bezbožné"
"himiko_boss_drop_spear_dps_mythic.lore[2]","&dwith divine fury.","&ds božskou zuřivostí."
"himiko_boss_drop_spear_dps_mythic.name","&dSaint's Pike [Mythic]","&dSvětcova píka [Mythic]"
"himiko_boss_drop_spear_dps_normal.lore[0]","&dA holy spear blessed by the saints.","&dSvaté kopí požehnané světci."
"himiko_boss_drop_spear_dps_normal.lore[1]","&dIts sacred point pierces the unholy","&dJeho posvátný hrot probodává bezbožné"
"himiko_boss_drop_spear_dps_normal.lore[2]","&dwith divine fury.","&ds božskou zuřivostí."
"himiko_boss_drop_spear_dps_normal.name","&dSaint's Pike [Normal]","&dSvětcova píka [Normal]"
"himiko_boss_drop_spear_tank_hard.lore[0]","&5A defensive lance used by the bone","&5Obranné kopí používané kostěnými"
"himiko_boss_drop_spear_tank_hard.lore[1]","&5monastery's protectors. It holds the","&5ochránci kláštera. Udržuje"
"himiko_boss_drop_spear_tank_hard.lore[2]","&5line against overwhelming forces.","&5linii proti zdrcující přesile."
"himiko_boss_drop_spear_tank_hard.name","&5Defender's Lance [Hard]","&5Obráncovo kopí [Hard]"
"himiko_boss_drop_spear_tank_mythic.lore[0]","&5A defensive lance used by the bone","&5Obranné kopí používané kostěnými"
"himiko_boss_drop_spear_tank_mythic.lore[1]","&5monastery's protectors. It holds the","&5ochránci kláštera. Udržuje"
"himiko_boss_drop_spear_tank_mythic.lore[2]","&5line against overwhelming forces.","&5linii proti zdrcující přesile."
"himiko_boss_drop_spear_tank_mythic.name","&5Defender's Lance [Mythic]","&5Obráncovo kopí [Mythic]"
"himiko_boss_drop_spear_tank_normal.lore[0]","&5A defensive lance used by the bone","&5Obranné kopí používané ochránci"
"himiko_boss_drop_spear_tank_normal.lore[1]","&5monastery's protectors. It holds the","&5kostěného kláštera. Udrží"
"himiko_boss_drop_spear_tank_normal.lore[2]","&5line against overwhelming forces.","&5linii proti drtivé přesile."
"himiko_boss_drop_spear_tank_normal.name","&5Defender's Lance [Normal]","&5Obráncovo kopí [Normální]"
"himiko_boss_drop_sword_dps_hard.lore[0]","&dYou feel sorry for anybody that mistakes","&dLituješ každého, kdo si to splete"
"himiko_boss_drop_sword_dps_hard.lore[1]","&dthis for a regular netherite sword.","&dza obyčejný netheritový meč."
"himiko_boss_drop_sword_dps_hard.name","&dNetherite Blade [Hard]","&dNetheritová čepel [Těžká]"
"himiko_boss_drop_sword_dps_mythic.lore[0]","&dYou feel sorry for anybody that mistakes","&dLituješ každého, kdo si to splete"
"himiko_boss_drop_sword_dps_mythic.lore[1]","&dthis for a regular netherite sword.","&dza obyčejný netheritový meč."
"himiko_boss_drop_sword_dps_mythic.name","&dNetherite Blade [Mythic]","&dNetheritová čepel [Mýtická]"
"himiko_boss_drop_sword_dps_normal.lore[0]","&dYou feel sorry for anybody that mistakes","&dLituješ každého, kdo si to splete"
"himiko_boss_drop_sword_dps_normal.lore[1]","&dthis blade for a regular netherite sword.","&dza obyčejný netheritový meč."
"himiko_boss_drop_sword_dps_normal.name","&dNetherite Blade [Normal]","&dNetheritová čepel [Normální]"
"hoes_death_mark.description[0]","&7Mark enemies for death.","&7Označ nepřátele k smrti."
"hoes_death_mark.description[1]","&7Marked targets take bonus damage.","&7Označené cíle dostávají bonusové poškození."
"hoes_death_mark.formattedBonusTemplate","+$damageBonus% vs Marked","+$damageBonus% proti Označeným"
"hoes_death_mark.loreTemplates[0]","&7Chance: &f$procChance%","&7Šance: &f$procChance%"
"hoes_death_mark.loreTemplates[1]","&7Mark Damage: &f+$damageBonus%","&7Poškození značky: &f+$damageBonus%"
"hoes_death_mark.loreTemplates[2]","&7Duration: &f15 seconds","&7Trvání: &f15 sekund"
"hoes_death_mark.loreTemplates[3]","&7Marked enemies glow","&7Označení nepřátelé září"
"hoes_death_mark.name","&8Death Mark","&8Značka smrti"
"hoes_deaths_embrace.description[0]","&7Cheat death once and","&7Jednou ošálíš smrt a"
"hoes_deaths_embrace.description[1]","&7revive with 20% health. 60s CD.","&7oživneš s 20% zdraví. 60s CD."
"hoes_deaths_embrace.formattedBonusTemplate","+$passiveBonus% Damage & Death Prevention","+$passiveBonus% Poškození a zabránění smrti"
"hoes_deaths_embrace.loreTemplates[0]","&7Prevents fatal damage","&7Zabrání smrtícímu poškození"
"hoes_deaths_embrace.loreTemplates[1]","&7Heals to: &f$healPercent% HP","&7Vyléčí na: &f$healPercent% HP"
"hoes_deaths_embrace.loreTemplates[2]","&7Passive Bonus: &f+$passiveBonus% damage","&7Pasivní bonus: &f+$passiveBonus% poškození"
"hoes_deaths_embrace.loreTemplates[3]","&7Cooldown: &f$cooldown seconds","&7Obnovení: &f$cooldown sekund"
"hoes_deaths_embrace.name","&8Death's Embrace","&8Objetí smrti"
"hoes_grim_reach.description[0]","&7Deal bonus damage and extend","&7Prodloužený dosah útoku"
"hoes_grim_reach.description[1]","&7your scythe attack range.","&7s tvou kosou."
"hoes_grim_reach.formattedBonusTemplate","+$bonusPercent% Damage, +$reachBlocks Blocks Reach","+$bonusPercent% Poškození"
"hoes_grim_reach.loreTemplates[0]","&7Damage Bonus: &f+$bonusPercent%","&7Bonusové poškození: &f+$bonusPercent%"
"hoes_grim_reach.loreTemplates[1]","&7Reach Bonus: &f+$reachBlocks blocks","&7Prodloužený dosah útoku"
"hoes_grim_reach.loreTemplates[2]","&7Always active","&7Vždy aktivní"
"hoes_grim_reach.name","&7Grim Reach","&7Temný dosah"
"hoes_harvester.description[0]","&7Deal more damage and earn","&7Zvýšené množství Kořisti"
"hoes_harvester.description[1]","&7up to 20% more Elite Coins.","&7z poražených nepřátel."
"hoes_harvester.formattedBonusTemplate","+$damagePercent% Damage, +$lootPercent% Elite Coins","+$damagePercent% Poškození a Kořist"
"hoes_harvester.loreTemplates[0]","&7Damage Bonus: &f+$damagePercent%","&7Bonusové poškození: &f+$damagePercent%"
"hoes_harvester.loreTemplates[1]","&7Elite Coin Bonus: &f+$lootPercent%","&7Kvalita Kořisti: &f+$lootPercent%"
"hoes_harvester.loreTemplates[2]","&7Passive harvest benefits","&7Pasivní výhody sklizně"
"hoes_harvester.name","&aHarvester","&aSklízeč"
"hoes_reap_what_you_sow.description[0]","&7Deal more damage when","&7Způsobuješ více poškození, když"
"hoes_reap_what_you_sow.description[1]","&7your health is low.","&7máš málo zdraví."
"hoes_reap_what_you_sow.formattedBonusTemplate","+$bonusPercent% at Low HP","+$bonusPercent% při nízkém HP"
"hoes_reap_what_you_sow.loreTemplates[0]","&7Base Bonus: &f+$bonusPercent%","&7Základní bonus: &f+$bonusPercent%"
"hoes_reap_what_you_sow.loreTemplates[1]","&7Max Bonus: &f+$maxBonus% (at 0% HP)","&7Max bonus: &f+$maxBonus% (při 0% HP)"
"hoes_reap_what_you_sow.loreTemplates[2]","&7Condition: Below 50% health","&7Podmínka: Pod 50% zdraví"
"hoes_reap_what_you_sow.loreTemplates[3]","&7Risk equals reward","&7Riziko se rovná odměně"
"hoes_reap_what_you_sow.name","&6Reap What You Sow","&6Sklidíš, co zaseješ"
"hoes_reapers_harvest.description[0]","&7Massive damage to enemies","&7Obrovské poškození nepřátelům"
"hoes_reapers_harvest.description[1]","&7below 25% health.","&7pod 25% zdraví."
"hoes_reapers_harvest.formattedBonusTemplate","+$bonusPercent% Damage vs Targets Below 25% HP","+$bonusPercent% Popravčí poškození"
"hoes_reapers_harvest.loreTemplates[0]","&7Bonus Damage: &f+$bonusPercent%","&7Bonusové poškození: &f+$bonusPercent%"
"hoes_reapers_harvest.loreTemplates[1]","&7Condition: Target below 25% HP","&7Podmínka: Cíl pod 25% HP"
"hoes_reapers_harvest.loreTemplates[2]","&7Execute weakened foes","&7Poprav oslabené nepřátele"
"hoes_reapers_harvest.name","&4Reaper's Harvest","&4Žencova sklizeň"
"hoes_scythe_sweep.description[0]","&7Chance to sweep attack","&7Šance na rozmáchlý útok"
