"key","en","cs"
"StaticItemNames.maceNames[417]","Grimstone Basher","Temnokamenný mlátič"
"StaticItemNames.maceNames[418]","Duskpound","Soumrakový tluč"
"StaticItemNames.maceNames[419]","The Anvil's Wrath","Hněv kovadly"
"StaticItemNames.maceNames[420]","Mace of the Dire Keep","Palice strašného hradu"
"StaticItemNames.maceNames[421]","Ironfire Mace","Železný oheň kladivo"
"StaticItemNames.maceNames[422]","Blazefire Maul","Plamenný oheň palice"
"StaticItemNames.maceNames[423]","The Crumbler","Drcač"
"StaticItemNames.maceNames[424]","Mace of the Wailing Dark","Palice nářčí tmy"
"StaticItemNames.maceNames[425]","Stormfire Maul","Bouřný oheň palice"
"StaticItemNames.maceNames[426]","Ashfire Maul","Popelový oheň palice"
"StaticItemNames.maceNames[427]","The Relentless Maul","Neúprosná palice"
"StaticItemNames.maceNames[428]","Mace of the Scarlet Gate","Palice krvavé brány"
"StaticItemNames.maceNames[429]","Emberhowl Mace","Žhavý řev kladivo"
"StaticItemNames.maceNames[430]","Thunderfire Maul","Bleskový oheň palice"
"StaticItemNames.maceNames[431]","The Judge's Verdict","Rozsudek soudce"
"StaticItemNames.maceNames[432]","Mace of the Grey Tower","Palice šedé věže"
"StaticItemNames.maceNames[433]","Nightfire Basher","Noční oheň mlátič"
"StaticItemNames.maceNames[434]","Voidfire Mace","Kladivo prázdného ohně"
"StaticItemNames.maceNames[435]","The Granite Maul","Žulová palice"
"StaticItemNames.maceNames[436]","Mace of the Cinderlands","Palice popelavých pustin"
"StaticItemNames.maceNames[437]","Chaosfire Maul","Chaotický oheň kladivo"
"StaticItemNames.maceNames[438]","Doomfire Basher","Záhublý oheň mlátič"
"StaticItemNames.maceNames[439]","The Iron Avalanche","Železná lavina"
"StaticItemNames.maceNames[440]","Mace of the Sundered Peak","Palice roztříštěného vrcholu"
"StaticItemNames.maceNames[441]","Frostfire Hammer","Mrazivý oheň kladivo"
"StaticItemNames.maceNames[442]","Grimfire Hammer","Temný oheň kladivo"
"StaticItemNames.maceNames[443]","The Boulder Fist","Pěst balvanu"
"StaticItemNames.maceNames[444]","Mace of the Hollow Gate","Palice duté brány"
"StaticItemNames.maceNames[445]","Warfire Hammer","Válečný oheň kladivo"
"StaticItemNames.maceNames[446]","Stonehowl Mace","Kamenný řev kladivo"
"StaticItemNames.maceNames[447]","The Unbreakable","Neporazitelný"
"StaticItemNames.maceNames[448]","Mace of the Ashen Crown","Palice popelové koruny"
"StaticItemNames.maceNames[449]","Blazefire Basher","Plamenný oheň mlátič"
"StaticItemNames.maceNames[450]","Shadowfire Mace","Stínový oheň kladivo"
"StaticItemNames.maceNames[451]","The Trembling Maul","Chvějící palice"
"StaticItemNames.maceNames[452]","Mace of the Savage Throne","Palice divokého trůnu"
"StaticItemNames.maceNames[453]","Emberfire Maul","Žhavý oheň kladivo"
"StaticItemNames.maceNames[454]","Thunderhowl Mace","Bleskový řev kladivo"
"StaticItemNames.maceNames[455]","The Verdict of Stone","Verdikt kamene"
"StaticItemNames.maceNames[456]","Mace of the Blood Moon","Palice krvavého měsíce"
"StaticItemNames.maceNames[457]","Ironfire Maul","Železný oheň palice"
"StaticItemNames.maceNames[458]","Stormhowl Mace","Bouřný řev kladivo"
"StaticItemNames.maceNames[459]","The Mammoth's Tread","Krok mamuta"
"StaticItemNames.maceNames[460]","Mace of the Lost King","Palice ztraceného krále"
"StaticItemNames.maceNames[461]","Nighthowl Mace","Noční řev kladivo"
"StaticItemNames.maceNames[462]","Grimhowl Mace","Temný řev kladivo"
"StaticItemNames.maceNames[463]","The Colossus Maul","Palice obra"
"StaticItemNames.maceNames[464]","Mace of the Silent Peak","Palice tichého vrcholu"
"StaticItemNames.maceNames[465]","Frosthowl Maul","Mrazivý řev palice"
"StaticItemNames.maceNames[466]","Ashfire Basher","Popelový oheň mlátič"
"StaticItemNames.maceNames[467]","The Dreadnaught","Nedotknutelný obr"
"StaticItemNames.maceNames[468]","Volcancrusher","Vulkanický drtič"
"StaticItemNames.maceNames[469]","The Seismic Fist","Seismická pěst"
"StaticItemNames.maceNames[470]","Mace of the Burning Gate","Palice hořící brány"
"StaticItemNames.maceNames[471]","Obsidian Basher","Obsidiánový mlátič"
"StaticItemNames.maceNames[472]","The Petrifier","Kamenění"
"StaticItemNames.maceNames[473]","Mace of the Ashen Wastes","Palice popelových pustin"
"StaticItemNames.maceNames[474]","Ruinbound Mace","Vázaná zkáze palice"
"StaticItemNames.maceNames[475]","The Slab","Deska"
"StaticItemNames.maceNames[476]","Mace of the Shattered Crown","Palice roztříštěné koruny"
"StaticItemNames.maceNames[477]","Gravelpound","Štěrkový tluč"
"StaticItemNames.maceNames[478]","The Bone Mallet","Kostní palice"
"StaticItemNames.maceNames[479]","Mace of the Wailing North","Palice nářčího severu"
"StaticItemNames.maceNames[480]","Brimstone Maul","Sírová palice"
"StaticItemNames.maceNames[481]","The Crag Fist","Skalistá pěst"
"StaticItemNames.maceNames[482]","Mace of the Dire Gate","Palice příkopy brány"
"StaticItemNames.maceNames[483]","Dustcrusher","Prachový drtič"
"StaticItemNames.maceNames[484]","The Avalanche","Lavina"
"StaticItemNames.maceNames[485]","Mace of the Hollow Crown","Palice duté koruny"
"StaticItemNames.maceNames[486]","Galehammer","Búšivé kladivo"
"StaticItemNames.maceNames[487]","The Rusted Gavel","Rezavé kladivo"
"StaticItemNames.maceNames[488]","Mace of the Frozen Gate","Palice zamrzlé brány"
"StaticItemNames.maceNames[489]","Dawnstrike Mace","Úder úsvitu"
"StaticItemNames.maceNames[490]","The Granite Hammer","Žulové kladivo"
"StaticItemNames.maceNames[491]","Mace of the Ember Gate","Palice žhavé brány"
"StaticItemNames.maceNames[492]","Moonstrike Mace","Měsíční úder"
"StaticItemNames.maceNames[493]","The Basalt Fist","Bazaltová pěst"
"StaticItemNames.maceNames[494]","Mace of the Grey Wolf","Palice šedého vlka"
"StaticItemNames.maceNames[495]","Runebound Basher","Runami vázaný mlátič"
"StaticItemNames.maceNames[496]","The Monolith","Monolit"
"StaticItemNames.maceNames[497]","Mace of the Sundered Crown","Palice roztříštěné koruny"
"StaticItemNames.maceNames[498]","Dustbound Mace","Prachově vázaná palice"
"StaticItemNames.maceNames[499]","The Limestone Gavel","Vápencové kladivo"
"StaticItemNames.pickaxeNames[0]","Earthshatter","Zlomovač země"
"StaticItemNames.pickaxeNames[1]","Veinseeker","Hledač žil"
"StaticItemNames.pickaxeNames[2]","Stonecrusher","Drtič kamene"
"StaticItemNames.pickaxeNames[3]","The Excavator","Exkavátor"
"StaticItemNames.pickaxeNames[4]","Deepdelver","Hloubkový těžař"
"StaticItemNames.pickaxeNames[5]","Rockbreaker","Lámač skály"
"StaticItemNames.pickaxeNames[6]","Mithril Pick","Mithrilový krumpáč"
"StaticItemNames.pickaxeNames[7]","Ore Finder","Hledač rudy"
"StaticItemNames.pickaxeNames[8]","The Underminer","Podzemní lomitel"
"StaticItemNames.pickaxeNames[9]","Dwarven Might","Trpasličí síla"
"StaticItemNames.pickaxeNames[10]","Faultline","Zlomová linie"
"StaticItemNames.pickaxeNames[11]","Gem Splitter","Štípač drahokamů"
"StaticItemNames.pickaxeNames[12]","Mountain's Bane","Zhoubce hory"
"StaticItemNames.pickaxeNames[13]","Bedrock Breaker","Lamač podloží"
"StaticItemNames.pickaxeNames[14]","Crust Shatter","Drtič kůry"
"StaticItemNames.pickaxeNames[15]","Tunneler","Tunelář"
"StaticItemNames.pickaxeNames[16]","Goldstrike","Zlatý úder"
"StaticItemNames.pickaxeNames[17]","Iron Will","Železná vůle"
"StaticItemNames.pickaxeNames[18]","Cavern Claw","Jeskynní dráp"
"StaticItemNames.pickaxeNames[19]","The Prospector","Prospektor"
"StaticItemNames.pickaxeNames[20]","Boulder Bane","Zhoubce balvanů"
"StaticItemNames.pickaxeNames[21]","Depth Charge","Hlubinná nálož"
"StaticItemNames.pickaxeNames[22]","Earthmaw","Zemní chřtán"
"StaticItemNames.pickaxeNames[23]","Forge Pick","Kovářský krumpáč"
"StaticItemNames.pickaxeNames[24]","Granite Fang","Žulový tesák"
"StaticItemNames.pickaxeNames[25]","Hollow Point Pick","Krumpáč dutého hrotu"
"StaticItemNames.pickaxeNames[26]","Iron Tooth","Železný zub"
"StaticItemNames.pickaxeNames[27]","Jade Pick","Nefritový krumpáč"
"StaticItemNames.pickaxeNames[28]","Kobold's Pick","Koboldův krumpáč"
"StaticItemNames.pickaxeNames[29]","Lodestone","Magnetovec"
"StaticItemNames.pickaxeNames[30]","Mine Master","Mistr dolu"
"StaticItemNames.pickaxeNames[31]","Nugget Hunter","Lovec nugetů"
"StaticItemNames.pickaxeNames[32]","Obsidian Edge","Obsidiánové ostří"
"StaticItemNames.pickaxeNames[33]","Pebble Crusher","Drtič oblázků"
"StaticItemNames.pickaxeNames[34]","Quarry King","Král lomu"
"StaticItemNames.pickaxeNames[35]","Rubble Maker","Tvůrce suti"
"StaticItemNames.pickaxeNames[36]","Seismic Strike","Seismický úder"
"StaticItemNames.pickaxeNames[37]","Tectonic Pick","Tektonický krumpáč"
"StaticItemNames.pickaxeNames[38]","Underworld Pick","Podsvětní krumpáč"
"StaticItemNames.pickaxeNames[39]","Vein Ripper","Trhač žil"
"StaticItemNames.pickaxeNames[40]","Wormhole Pick","Krumpáč červí díry"
"StaticItemNames.pickaxeNames[41]","Adamantine Pick","Adamantinový krumpáč"
"StaticItemNames.pickaxeNames[42]","Basalt Breaker","Čedičový lamač"
"StaticItemNames.pickaxeNames[43]","Crystal Crack","Krystalová prasklina"
"StaticItemNames.pickaxeNames[44]","Diamond Digger","Diamantový kopáč"
"StaticItemNames.pickaxeNames[45]","Emerald Seeker","Hledač smaragdů"
"StaticItemNames.pickaxeNames[46]","Flint Fury","Pazourková zuřivost"
"StaticItemNames.pickaxeNames[47]","Gravel Grinder","Drtič štěrku"
"StaticItemNames.pickaxeNames[48]","Heart of the Mountain","Srdce hory"
"StaticItemNames.pickaxeNames[49]","Ironclad Pick","Obrněný krumpáč"
"StaticItemNames.pickaxeNames[50]","Jewel Finder","Hledač klenotů"
"StaticItemNames.pickaxeNames[51]","Keystone Pick","Klíčový krumpáč"
"StaticItemNames.pickaxeNames[52]","Lava Forged Pick","Lávou kovaný krumpáč"
"StaticItemNames.pickaxeNames[53]","Molten Pick","Roztavený krumpáč"
"StaticItemNames.pickaxeNames[54]","Netherpick","Netherový krumpáč"
"StaticItemNames.pickaxeNames[55]","Opal Seeker","Hledač opálů"
"StaticItemNames.pickaxeNames[56]","Prism Breaker","Lamač hranolů"
"StaticItemNames.pickaxeNames[57]","Quartz Shatter","Křemenné roztříštění"
"StaticItemNames.pickaxeNames[58]","Ruby Striker","Rubínový úderník"
"StaticItemNames.pickaxeNames[59]","Sapphire Pick","Safírový krumpáč"
"StaticItemNames.pickaxeNames[60]","Topaz Fang","Topazový tesák"
"StaticItemNames.pickaxeNames[61]","Unearthed","Odkryté"
"StaticItemNames.pickaxeNames[62]","Volcanic Pick","Sopečný krumpáč"
"StaticItemNames.pickaxeNames[63]","Warden's Pick","Strážcův krumpáč"
"StaticItemNames.pickaxeNames[64]","Abyssal Pick","Propastný krumpáč"
"StaticItemNames.pickaxeNames[65]","Bonecrusher Pick","Krumpáč drtiče kostí"
"StaticItemNames.pickaxeNames[66]","Cobalt Pick","Kobaltový krumpáč"
"StaticItemNames.pickaxeNames[67]","Darkstone Pick","Krumpáč temného kamene"
"StaticItemNames.pickaxeNames[68]","Echo Pick","Ozvěnový krumpáč"
"StaticItemNames.pickaxeNames[69]","Fossil Finder","Hledač fosilií"
"StaticItemNames.pickaxeNames[70]","Gloom Pick","Ponurý krumpáč"
"StaticItemNames.pickaxeNames[71]","Hearthstone Pick","Krumpáč krbového kamene"
"StaticItemNames.pickaxeNames[72]","Icepick","Ledový krumpáč"
"StaticItemNames.pickaxeNames[73]","Jawbreaker Pick","Krumpáč lamače čelistí"
"StaticItemNames.pickaxeNames[74]","Kinetic Pick","Kinetický krumpáč"
"StaticItemNames.pickaxeNames[75]","Lantern Pick","Lucernový krumpáč"
"StaticItemNames.pickaxeNames[76]","Magma Pick","Magmatický krumpáč"
"StaticItemNames.pickaxeNames[77]","Nightstone Pick","Krumpáč nočního kamene"
"StaticItemNames.pickaxeNames[78]","Onyx Pick","Onyxový krumpáč"
"StaticItemNames.pickaxeNames[79]","Peridot Pick","Peridotový krumpáč"
"StaticItemNames.pickaxeNames[80]","Quake Maker","Tvůrce otřesů"
"StaticItemNames.pickaxeNames[81]","Rift Pick","Trhlinový krumpáč"
"StaticItemNames.pickaxeNames[82]","Slag Breaker","Lamač strusky"
"StaticItemNames.pickaxeNames[83]","Tremor Pick","Otřesový krumpáč"
"StaticItemNames.pickaxeNames[84]","Underground King","Král podzemí"
"StaticItemNames.pickaxeNames[85]","Vortex Pick","Vírný krumpáč"
"StaticItemNames.pickaxeNames[86]","Worldbreaker Pick","Krumpáč ničitele světa"
"StaticItemNames.pickaxeNames[87]","Amber Pick","Jantarový krumpáč"
"StaticItemNames.pickaxeNames[88]","Blastmine","Výbušný důl"
"StaticItemNames.pickaxeNames[89]","Core Driller","Vrtač jádra"
"StaticItemNames.pickaxeNames[90]","Dungeon Pick","Žalářní krumpáč"
"StaticItemNames.pickaxeNames[91]","Earthen Fury","Zemská zuřivost"
"StaticItemNames.pickaxeNames[92]","Fissure","Puklina"
"StaticItemNames.pickaxeNames[93]","Gorge Carver","Rytce rokle"
"StaticItemNames.pickaxeNames[94]","Hammerstone","Kladivokámen"
"StaticItemNames.pickaxeNames[95]","Ingot Seeker","Hledač ingotů"
"StaticItemNames.pickaxeNames[96]","Jagged Edge Pick","Krumpáč zubatého ostří"
"StaticItemNames.pickaxeNames[97]","Kraken's Tooth Pick","Krumpáč Krakenova zubu"
"StaticItemNames.pickaxeNames[98]","Limestone Breaker","Lamač vápence"
"StaticItemNames.pickaxeNames[99]","Marble Crusher","Drtič mramoru"
"StaticItemNames.pickaxeNames[100]","Nether Delver","Netherový hloubař"
"StaticItemNames.pickaxeNames[101]","Ore Reaper","Žnec rudy"
"StaticItemNames.pickaxeNames[102]","Pitfall Pick","Krumpáč nástrahy"
"StaticItemNames.pickaxeNames[103]","Quartzite Breaker","Lamač křemence"
"StaticItemNames.pickaxeNames[104]","Rockslide","Sesuv skal"
"StaticItemNames.pickaxeNames[105]","Shale Splitter","Štípač břidlice"
"StaticItemNames.pickaxeNames[106]","Terra Pick","Zemský krumpáč"
"StaticItemNames.pickaxeNames[107]","Upheaval","Převrat"
"StaticItemNames.pickaxeNames[108]","Veinstrike","Žilný úder"
"StaticItemNames.pickaxeNames[109]","Whetstone Pick","Brouskový krumpáč"
"StaticItemNames.pickaxeNames[110]","Azurite Pick","Azuritový krumpáč"
"StaticItemNames.pickaxeNames[111]","Burrower","Hrabač"
"StaticItemNames.pickaxeNames[112]","Cliffbreaker","Lamač útesů"
"StaticItemNames.pickaxeNames[113]","Deep Strike","Hluboký úder"
"StaticItemNames.pickaxeNames[114]","Excavation","Výkop"
"StaticItemNames.pickaxeNames[115]","Foundation Breaker","Lamač základů"
"StaticItemNames.pickaxeNames[116]","Groundswell","Zemní vzdutí"
"StaticItemNames.pickaxeNames[117]","Hardrock","Tvrdá skála"
"StaticItemNames.pickaxeNames[118]","Impact Pick","Nárazový krumpáč"
"StaticItemNames.pickaxeNames[119]","Jadeite Pick","Jadeitový krumpáč"
"StaticItemNames.pickaxeNames[120]","Kimberlite Crack","Kimberlitová prasklina"
"StaticItemNames.pickaxeNames[121]","Lapis Seeker","Hledač lapisu"
"StaticItemNames.pickaxeNames[122]","Mineshaft King","Král šachty"
"StaticItemNames.pickaxeNames[123]","Nugget Bane","Zhoubce nugetů"
"StaticItemNames.pickaxeNames[124]","Ore Splitter","Štípač rudy"
"StaticItemNames.pickaxeNames[125]","Piston Pick","Pístový krumpáč"
"StaticItemNames.pickaxeNames[126]","Quicksilver Pick","Rtuťový krumpáč"
"StaticItemNames.pickaxeNames[127]","Ravine Carver","Rytce rokle"
"StaticItemNames.pickaxeNames[128]","Sandstone Crush","Drcení pískovce"
"StaticItemNames.pickaxeNames[129]","Talonstone","Drápkámen"
"StaticItemNames.pickaxeNames[130]","Undermine","Podkopání"
"StaticItemNames.pickaxeNames[131]","Vein Crusher","Drtič žil"
"StaticItemNames.pickaxeNames[132]","Wall Breaker","Lamač zdí"
"StaticItemNames.pickaxeNames[133]","Agate Pick","Achátový krumpáč"
"StaticItemNames.pickaxeNames[134]","Bluff Breaker","Lamač srázů"
"StaticItemNames.pickaxeNames[135]","Crag Splitter","Štípač skaliska"
"StaticItemNames.pickaxeNames[136]","Dust Devil Pick","Krumpáč prachového ďábla"
"StaticItemNames.pickaxeNames[137]","Earth Rend","Trhlina země"
"StaticItemNames.pickaxeNames[138]","Feldspar Fang","Živcový tesák"
"StaticItemNames.pickaxeNames[139]","Granite Grip","Žulový stisk"
"StaticItemNames.pickaxeNames[140]","Hollow Earth","Dutá země"
"StaticItemNames.pickaxeNames[141]","Iron Delver","Železný hloubař"
"StaticItemNames.pickaxeNames[142]","Jasper Pick","Jaspisový krumpáč"
"StaticItemNames.pickaxeNames[143]","Knapper","Štípač"
"StaticItemNames.pickaxeNames[144]","Ledge Breaker","Lamač říms"
"StaticItemNames.pickaxeNames[145]","Mesa Pick","Stolový krumpáč"
"StaticItemNames.pickaxeNames[146]","Nodule Cracker","Louskáč uzlíků"
"StaticItemNames.pickaxeNames[147]","Outcrop Breaker","Lamač výchozů"
"StaticItemNames.pickaxeNames[148]","Plateau Pick","Plošinový krumpáč"
"StaticItemNames.pickaxeNames[149]","Quake Pick","Otřesový krumpáč"
"StaticItemNames.pickaxeNames[150]","Ridge Breaker","Lamač hřebenů"
"StaticItemNames.pickaxeNames[151]","Summit Pick","Vrcholový krumpáč"
"StaticItemNames.pickaxeNames[152]","Titan's Pick","Titánův krumpáč"
"StaticItemNames.pickaxeNames[153]","Undercroft","Podkrypta"
"StaticItemNames.pickaxeNames[154]","Valley Carver","Rytce údolí"
"StaticItemNames.pickaxeNames[155]","Winding Pick","Klikatý krumpáč"
"StaticItemNames.pickaxeNames[156]","Alluvial Pick","Naplaveninový krumpáč"
"StaticItemNames.pickaxeNames[157]","Bedrock Fang","Tesák podloží"
"StaticItemNames.pickaxeNames[158]","Chalcedony Pick","Chalcedonový krumpáč"
